,Date,Location,Operator,Route,Type,Total_Aboard,Passengers_Aboard,Crew_Aboard,Total_Fatalities,Passengers_Fatalities,Crew_Fatalities,Ground,Summary,Year
976,1947-08-28,"Harsiad, Norway",Norwegian Airlines,Tromso - Oslo,Short Sandringham (flying boat),35,27,8,35,27,8,0,"Crashed into 13,000 foot mountain. Navigational error by the crew.",1947
980,1947-10-16,"Sylva, North Carolina",Stratofreight,"Charlotte, NC - Gainsville, GA",Douglas DC-3,3,1,2,3,1,2,0,The cargo plane struck a mountain en route.,1947
983,1947-10-26,"Annette Island, Alaska",Pan American World Airways,Seattle - Juneau,Douglas DC-4A,18,13,5,18,13,5,0,The aircraft crashed into Tamgas Mountain after abandoning an approach to Annette Island because of extreme turbulence and radioing its intentions to proceed to Juneau. Possible severe turbulence or icing. Official cause unknown. The aircraft was named Clipper Talisman II.,1947
987,1947-11-13,"Near Bouchox, France",Société Auxiliare de Navigation Aérienne,Unknown,Junkers Ju-52/3m,2,0,2,2,0,2,0,The cargo plane struck a mountain en route.,1947
989,1947-11-18,"Ravello, Italy",Trafik-Turist-Transportflyg,Catania - Rome,Bristol 170 Freighter XI,25,21,4,20,16,4,0,"Strayed off course, stuck tree tops and then crashed into Mt. Santa Maria del Monte. Pilot's failure to realize the plane strayed off course and was in mountainous territory.",1947
1005,1948-08-01,"Near Palestro, Algeria",Transport Comp. Algerienne de T.A.,Algiers - Biskra,Douglas DC-3,9,7,2,9,7,2,0,Crashed into a mountainside 50 miles south of Algiers after an engine failed.,1948
1006,1948-11-01,"Ciudad Havajillo, Dominican Republic",Dominicana,Santa Cruz de Barahona - Santiago de los Caballeros,Douglas DC-3,32,29,3,32,29,3,0,Crashed in mountainous terrain about 15 miles north northwest of Santo Domingo. Unable to land in darkness and unlighted airport of its intended destination the plane turned back when it struck the mountain. Weather and navigational error were considered factors in the accident.,1948
1024,1948-03-13,"Sierra Cristais, Brazil",Cruzeiro,Unknown,Douglas DC-3,6,3,3,6,3,3,0,Struck a mountain peak in the Sierra Cristais.,1948
1025,1948-03-15,"Villa Pinzon, Colombia",Agencia Interamericana de Aviada,El Secreto - Bogota,Douglas DC-3 (C47-DL),14,10,4,14,10,4,0,Crashed into the slope of Alto El Arrastradero mountain located 50 miles from Bogota.,1948
1026,1948-03-27,"Monte Cardo, Corsica, France",Indian National Airlines,Delhi - Rome - London,Vickers 604 Viking 1B,19,15,4,19,15,4,0,"Crashed into a 7,800 ft. mountain obscured by clouds while en route.",1948
1034,1948-05-15,"Vrede, South Africa",Mercury Aviation,Durban - Johannesburg - London,Douglas DC-3-455,13,8,5,13,8,5,0,"Crashed into Spitzkop mountain after drifting off course in poor weather. The aircraft was named ""Miss France.""",1948
1045,1948-07-07,"Djiring, French Indo-China",Aigle Azur,Saigon - Da Lat,Douglas DC-3,16,13,3,16,13,3,0,Crashed into mountains 50 miles southwest of Da Lat in adverse meteriological conditions and absence of adequate ground facililities.,1948
1048,1948-07-24,"Cap-des-Rosiers, Quebec, Canada",Rimouski Airlines,Port Meunier - Gaspé,Douglas DC-3,29,27,2,29,27,2,0,"The aircraft hit a mountain top at Cap-des-Rosiers, 12 miles from its destination in fog and burned.",1948
1053,1948-09-08,"Port Underwood, New Zealand",New Zealand National Airways,Blenheim - Paraparaumu,Douglas C-47B,2,0,2,2,0,2,0,"The cargo fllight hit the slope of a mountain located in Rununder Point, near Port Underwood, 32 km northeast of Blenheim in poor weather.",1948
1057,1948-02-09,"Near Quirindi, Australia",Australian National Airways,Brisbane - Sidney,Douglas DC-3,13,10,3,13,10,3,0,"Strayed off course and struck Square Peak Mountain at an altitude of 4,600 feet.",1948
1062,1948-10-23,"Mt. Ruapehu, New Zealand",New Zealand National Airways,Palmerston - Hamilton,Lockheed 10A Electra,13,10,3,13,10,3,0,Crashed 700 feet from the summit of a mountain while en route in low visibility. Lack of navigational aids in the area contributed to the accident cause.,1948
1063,1948-10-25,"Georgian SSR, USSR",Aerflot,Krasnodar - Karachayevsk - Sukhumi - Tbilisi,Lisunov Li-2,18,14,4,18,14,4,0,Crashed in the Caucasus Mountains in adverse weather while en route. The crew deviated from its prescribed course. Poor flight planning. Crew drank alcohol before the flight.,1948
1075,1948-12-21,"Near Pilos, Greece",Ceskoslovenske Aerolinie,Rome - Athens,Douglas DC-3,24,19,5,24,19,5,0,Crashed in the Taigetos Mountains while en route after being shot down by Greek insurgents.,1948
1076,1948-12-21,"Basalt Island, Hong Kong",China National Aviation Corporation,Shanghai - Hong Konk,Douglas C-54B-5-DO,33,29,4,33,29,4,0,"Crashed on Balsalt Island  while attempting a visual approach through clouds. The pilot came down through a hole in the overcast but became trapped when the weather closed in. He reversed course but crashed into a small mountain. Pilot error. Quentin Roosevelt, son of Teddy Roosevelt killed.",1948
1077,1948-12-23,"Near Madrid, Spain",Iberia Airlines,Madrid - Barcelona,Douglas DC-3 (C-47-DL),27,24,3,27,24,3,0,Crashed into Pandols Mountain while en route in poor weather conditions.,1948
1088,1949-01-20,"Homer, Alaska",Alaska Airlines,Homer - Anchorage,Douglas DC-3C,6,3,3,5,3,2,0,"The aircraft departed Homer at night under VFR conditions contrary to company and federal regulations, strayed off course and struck a 3,000 ft. mountain, 27 miles northeast of Homer. The action of the pilot in proceeding off the designated airway at an altitude insufficient to clear the terrain.",1949
1094,1949-10-02,"Near Huanuco, Peru",Faucett,Tingo Maria - Huanuco,Douglas DC-3,16,13,3,16,13,3,0,Struck a mountain as the plane approached Huanuco.,1949
1101,1949-04-29,"Near Mironovo, Russia",Aeroflot,Yakutsk - Kirensk,Lisunov Li-2,24,18,6,14,11,3,0,"The flight deviated 60 miles off the proper course, the crew initiated a descent without either establishing their position or making  visual contact with the ground. The plane crashed into a mountain.",1949
1102,1949-04-05,"Superga, Italy",Avio Linee Italiane,Barcelona - Torino,FIAT G-212CP,31,27,4,31,27,4,0,"The aircraft was returning on a flight from Lisboa to Milan with the Torino Soccer Team when the crew decided to land directly at Turin, homebase to the team. In low visibility, rain and thunderstorms, the left wing of the plane struck a wall surrounding the sanctuary of Superga, a mountain near Turin. The aircraft then pivoted, and disintegrated next to the sanctuary killing all aboard.  Error in navigation and poor visiblity.",1949
1106,1949-06-06,"Malahasa Attica, Greece",Tech - Aeronautical Explotiation,Kavallo - Athens,Douglas DC-3,22,18,4,22,18,4,0,Crashed into a mountainside 30 miles northeast of Athens. Structural failure while flying through an area of thunderstorm activity.,1949
1121,1949-08-13,"Near Bogota, Colombia",SAETA,Bogota - Ibague,Douglas C-47,32,29,3,32,29,3,0,Crashed in the Andes mountains while  en route.,1949
1130,1949-10-28,"San Miguel Island, Azores",Air France,Paris - Santa Maria - New York City,Lockheed 749-79-33 Constellation,48,37,11,48,37,11,0,"While attempting for the third time to land at Santa Maria, the aircraft, flew into Redondo Mountain at 2,950 ft. on San Miguel Island. Crew error. Failure to carry out either of the two approach procedures adopted for Santa Maria airport. False position report give by crew. Inadequate navigation.  Failure to identify Santa Maria airport when flying in VFR conditions. French middleweight boxing champion Marcel Cerdan, 33, and French violinist, Ginette Neveu killed.",1949
1135,1949-11-26,"Near Bucaramanga, Colombia",LANSA,Bucaramanga - Cucuta,Douglas DC-3,12,9,3,12,9,3,0,Struck a mountain shortly after taking off.,1949
1138,1949-01-12,"Taquaracucu, Brazil",REAL,"Sao Palo, Brazil - Jacarezinho, Panama",Douglas DC-3 (C-47-DL),22,18,4,20,16,4,0,Crashed into a mountainside while circling to land. Crew error. Lack of flight discipline.  Poor decision by Chief of Operations in allowing the aircraft to continue flight in poor weather conditions.,1949
1143,1949-12-12,"Jungshahi, Pakistan",Pakair,Unknown,Douglas DC-3,26,22,4,26,22,4,0,Hit a mountain and burned 30 miles north of  Karachi airport. Navigational error.,1949
1144,1949-12-16,"Orizaba, Mexico",Mexicana,Mexico City - Merida,Douglas DC-3,17,13,4,17,13,4,0,Crashed into a mountain while en route.,1949
1148,1950-01-18,"Albacete, Spain",Ejercito del Aire,Murcia-San Javier - Albacete,Casa 352,16,13,3,16,13,3,0,"After the aircraft started the descent to Albacete, plane hit the slope of a mountain 6 km northeast of Tobarra.",1950
1150,1950-01-24,"Near Tamatave, Madagascar",Societe Transatlantique Aerienne,Antananarivo - Tamatave,Douglas C-47A-50-DL,14,11,3,14,11,3,0,Crashed into a mountain 30 miles west of Tamatave.,1950
1156,1950-10-03,"Saigon, Vietnam",Societe Indochinoise de Transport Aeriens,Hue - Tourane,Bristol 170 Freighter 21,4,1,3,4,1,3,0,The cargo plane hit a mountain slope while on approach.,1950
1162,1950-04-15,"Santa Ana, Colombia",Lineas Aéreas Nacionales,Medellín - Barranquilla,Douglas C-47 (DC-3),4,0,2,2,0,2,0,The airplane hit the slope of a mountain and crashed 20 km northeast of Santa Bárbara de Pinto.,1950
1164,1950-02-05,"Chimborazo, Ecuador",AVIANCA,Bogota - Quito - Guayaquil,Douglas C-47DL,15,12,3,15,12,3,0,Flew into a mountain.,1950
1180,1950-07-18,"Near Bocoio, Angola",DTA Angola Airlines,Nova Lisboa - Lobito,Douglas DC-3,9,6,3,9,6,3,0,Struck a mountain while descending to land.,1950
1201,1950-03-11,"Mont Blanc, France",Air India,Bombay - Cairo - Geneva - London,Lockheed 749 Constellation,48,40,8,48,40,8,0,"The aircraft crashed in a snowstorm 200 meters below Mont Blanc summit. The crew was warned by a Geneva controller to climb immediately. They acknowledged the message but soon after struck the mountain. The exact cause of the accident remains undetermined. Most likely the aircraft was caught in violent gust while trying to overfly the summit. The plane was named ""Malabar Princess.""",1950
1203,1950-11-13,"Mt.  Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),Rome - Paris,Douglas C-54B-1-DC,58,51,7,58,51,7,0,"The aircraft drifted 50 miles off the prescribed route and struck Mt. Tete de l'Obiou at 6,740 feet. The pilot probably realized the deviation and tried to take corrective action but did not see the mountain in time. The aircraft was named ""Canadian Pilgrim.""",1950
1208,1950-01-12,"Near Chamaran, Iran",Iran Air,Tehran - Qom,Douglas DC-3,8,7,1,8,7,1,0,"While approaching Qom Airport in poor weather conditions, the aircraft hit the slope of a mountain and crashed few km from the airport.",1950
1209,1950-08-12,"Bangui, French Equatorial Africa",T.A. Intercontinentaux,Paris - Bangui - Dar es-Salaam,Douglas C-54A,56,50,6,46,43,3,0,Crashed into a mountain in the Pyrenees 5 minutes after takeoff. Crew error. Excessive low rate of climb at night in an unknown region and premature change of heading.,1950
1210,1950-09-12,"Ruig Piner, France",Air Atlas,Casablanca - Perpignan,Douglas DC-3,7,4,3,5,2,3,0,"While en route in poor weather conditions, the aircraft hit the slope of a mountain near the Ouillat Pass, about 5 km north of the Spanish village of Requesens.",1950
1211,1950-12-13,"Katagiri, India",Air India,Bombay - Coimbatore,Douglas DC-3,21,17,4,21,17,4,0,"the aircraft hit the slope of mountain located near Katagaru, due to a navigational error.",1950
1214,1950-12-15,"Valera, Venezuela",Avensa,Merida - Caracas,Douglas C-47-DL,31,28,3,31,28,3,0,"The aircraft crashed into mountains shortly after taking off.  Pilot error. The captain decided to cross the Seven Lagoons mountain range in severe overcast, thinking that he was 30 kms further north, where the range drops to 2,000m. Instead, he flew into 4,000m cliffs. In the last seconds, he realized he was in trouble and tried to gain altitude. For a hundred meters or so he cut through small trees, but finally crashed. A small fire followed.",1950
1219,1951-01-13,"Mt. Bukit, Besar,Thailand",Air Carriers,Butterworth - Kota Bharu,Douglas DC-3,10,7,3,10,7,3,0,Crashed into Bukit Besar Mountain while en route.,1951
1226,1951-03-02,"Near Mt. Cameroon, Buea, British Cameroons",Air France,Douala - Niamey,Douglas DC-4,29,23,6,29,23,6,0,"Crashed into a mountain at 8,500 feet. Navigation error. Incorrect procedures followed by crew. The crew followed a different and inaccurate course.",1951
1227,1951-02-14,"Yali, Colombia",Lineas Aéreas Nacionales,Medellín - Barranquilla,Curtiss C-46A,2,0,2,2,0,2,0,"En route, the cargo plane hit the slope of a mountain located 12 km from Yalí.",1951
1244,1951-05-18,"Rancharia,  Brazil",VASP,Santa Cruz de Rio Prado - Presidente Prudent,Douglas DC-3,7,4,3,7,4,3,0,Hit a mountain in fog about 8 km from Rancheria.. Pilot's decision to fly VFR in unfavorable weather conditions.,1951
1250,1951-06-30,"Rocky Mountain Nat. Park, near Ft. Collins, Colorado",United Air Lines,Salt Lake City - Denver,Douglas DC-6B,50,45,5,50,45,5,0,"En route from San Francisco to Denver after passing the Cheyenne radio range the aircraft turned south in the wrong heading. Flying in darkness, the aircraft continued on this course until it hit Crystal Mountain. The captain may have depressed the wrong control switch or may have turned his ADF in such a way that it was affected by the radio range station at Fort Bridger, WY. Officially, the flight for reasons undetermined, failed to follow the prescribed route to Denver and continued beyond the boundary of the airway on a course which resulted in the aircraft striking mountainous terrain.",1951
1252,1951-12-07,"Near Tezpur, India",Indamer,Calcutta - Tezpur,Douglas C-47B,3,0,3,3,0,3,0,The cargo plane hit the slope of a mountain.,1951
1299,1952-02-16,"Near Burgio, Italy",Hunting Air Travel,Nice - Malta,Vickers 614 Viking 1,31,26,5,31,26,5,0,Hit the north slope of La Cinta mountain range while en route.  Pilot did not maintain a safe altitude. The pilots ignorance of wind conditions which allowed the aircraft to drift 3 degrees off course.,1952
1310,1952-03-29,"Near San Felipe, Venezuela",TACA,Maiquetia - San Felipe,Douglas DC-3,12,9,3,12,9,3,0,Crashed into the summit on Cerro Grande Mountain.,1952
1319,1952-05-05,"Near Skien, Norway",Fred Olsen Flyveselskap,"Amsterdam, Netherlands - Jarsberg, Norway",Douglas C-47A,29,26,3,11,8,3,0,"Crashed on a mountain slope while en route. There were mainly whaling crews aboard, returning from the antarctic. Crew navigational error.",1952
